Timestamp,AccelX,AccelY,AccelZ,Temperature
29710,-0.457,-0.227,9.912,-127.00
29714,-0.457,-0.223,9.912,-127.00
29718,-0.462,-0.223,9.910,-127.00
29721,-0.460,-0.220,9.907,-127.00
29727,-0.457,-0.215,9.917,-127.00
29731,-0.453,-0.218,9.917,-127.00
29734,-0.453,-0.220,9.914,-127.00
29738,-0.455,-0.223,9.910,-127.00
29742,-0.457,-0.220,9.907,-127.00
29746,-0.460,-0.225,9.905,-127.00
29750,-0.462,-0.223,9.902,-127.00
29753,-0.460,-0.218,9.902,-127.00
29757,-0.462,-0.223,9.905,-127.00
29761,-0.462,-0.223,9.902,-127.00
29765,-0.462,-0.220,9.910,-127.00
29769,-0.462,-0.223,9.907,-127.00
29772,-0.460,-0.223,9.912,-127.00
29776,-0.460,-0.227,9.917,-127.00
29780,-0.460,-0.227,9.919,-127.00
29787,-0.460,-0.225,9.919,-127.00
29791,-0.460,-0.225,9.922,-127.00
29795,-0.460,-0.227,9.922,-127.00
29799,-0.462,-0.225,9.922,-127.00
29802,-0.462,-0.230,9.917,-127.00
29806,-0.462,-0.230,9.922,-127.00
29810,-0.460,-0.230,9.922,-127.00
29814,-0.457,-0.235,9.919,-127.00
29818,-0.457,-0.235,9.919,-127.00
29822,-0.462,-0.232,9.917,-127.00
29825,-0.462,-0.232,9.917,-127.00
29829,-0.464,-0.232,9.914,-127.00
29833,-0.467,-0.232,9.912,-127.00
29837,-0.464,-0.232,9.905,-127.00
29841,-0.464,-0.232,9.907,-127.00
29846,-0.464,-0.237,9.907,-127.00
29850,-0.462,-0.235,9.905,-127.00
29853,-0.457,-0.237,9.907,-127.00
29857,-0.455,-0.237,9.907,-127.00
29861,-0.455,-0.235,9.910,-127.00
29865,-0.455,-0.235,9.910,-127.00
29869,-0.457,-0.227,9.910,-127.00
29873,-0.457,-0.225,9.912,-127.00
29876,-0.460,-0.225,9.914,-127.00
29880,-0.462,-0.225,9.914,-127.00
29884,-0.460,-0.223,9.914,-127.00
29888,-0.462,-0.220,9.919,-127.00
29892,-0.462,-0.220,9.922,-127.00
29895,-0.460,-0.218,9.919,-127.00
29902,-0.462,-0.218,9.917,-127.00
29906,-0.462,-0.218,9.914,-127.00
29910,-0.462,-0.218,9.912,-127.00
29914,-0.460,-0.220,9.914,-127.00
29918,-0.462,-0.223,9.917,-127.00
29922,-0.457,-0.223,9.912,-127.00
29925,-0.460,-0.225,9.912,-127.00
29929,-0.457,-0.227,9.912,-127.00
29933,-0.460,-0.227,9.914,-127.00
29937,-0.457,-0.227,9.914,-127.00
29941,-0.455,-0.225,9.914,-127.00
29944,-0.457,-0.225,9.912,-127.00
29948,-0.460,-0.230,9.912,-127.00
29952,-0.457,-0.230,9.912,-127.00
29956,-0.455,-0.232,9.912,-127.00
29961,-0.455,-0.232,9.907,-127.00
29965,-0.457,-0.232,9.910,-127.00
29969,-0.457,-0.230,9.912,-127.00
29973,-0.462,-0.230,9.914,-127.00
29976,-0.462,-0.232,9.914,-127.00
29980,-0.460,-0.227,9.914,-127.00
29984,-0.457,-0.232,9.922,-127.00
29988,-0.460,-0.232,9.917,-127.00
29992,-0.460,-0.232,9.922,-127.00
29995,-0.460,-0.227,9.926,-127.00
29999,-0.457,-0.227,9.929,-127.00
30003,-0.453,-0.225,9.926,-127.00
30007,-0.457,-0.227,9.929,-127.00
30011,-0.457,-0.227,9.929,-127.00
30014,-0.462,-0.227,9.929,-127.00
30021,-0.460,-0.223,9.926,-127.00
30025,-0.462,-0.223,9.926,-127.00
30029,-0.462,-0.223,9.926,-127.00
30033,-0.462,-0.223,9.926,-127.00
30037,-0.464,-0.225,9.924,-127.00
30041,-0.460,-0.225,9.919,-127.00
30044,-0.462,-0.225,9.922,-127.00
30048,-0.457,-0.225,9.922,-127.00
30052,-0.460,-0.227,9.917,-127.00
30056,-0.460,-0.230,9.919,-127.00
30060,-0.457,-0.227,9.919,-127.00
30063,-0.460,-0.225,9.924,-127.00
30067,-0.457,-0.225,9.922,-127.00
30071,-0.462,-0.223,9.926,-127.00
30076,-0.460,-0.225,9.919,-127.00
30080,-0.462,-0.227,9.917,-127.00
30084,-0.457,-0.225,9.914,-127.00
30088,-0.453,-0.227,9.922,-127.00
30092,-0.460,-0.225,9.919,-127.00
30095,-0.462,-0.227,9.919,-127.00
30099,-0.460,-0.230,9.919,-127.00
30103,-0.457,-0.230,9.912,-127.00
30107,-0.462,-0.230,9.914,-127.00
30111,-0.457,-0.230,9.914,-127.00
30114,-0.455,-0.230,9.917,-127.00
30118,-0.453,-0.225,9.922,-127.00
30122,-0.453,-0.220,9.919,-127.00
30126,-0.455,-0.223,9.919,-127.00
30130,-0.460,-0.227,9.922,-127.00
30145,-0.462,-0.227,9.917,-127.00
30149,-0.460,-0.227,9.914,-127.00
30153,-0.464,-0.225,9.914,-127.00
30156,-0.462,-0.223,9.912,-127.00
30160,-0.457,-0.223,9.910,-127.00
30164,-0.460,-0.225,9.910,-127.00
30168,-0.460,-0.225,9.910,-127.00
30172,-0.460,-0.227,9.905,-127.00
30175,-0.457,-0.230,9.907,-127.00
30179,-0.455,-0.230,9.910,-127.00
30183,-0.448,-0.230,9.907,-127.00
30187,-0.445,-0.227,9.912,-127.00
30191,-0.448,-0.225,9.917,-127.00
30194,-0.445,-0.225,9.922,-127.00
30200,-0.448,-0.223,9.922,-127.00
30203,-0.450,-0.223,9.919,-127.00
30207,-0.443,-0.220,9.919,-127.00
30211,-0.445,-0.218,9.917,-127.00
30215,-0.445,-0.218,9.914,-127.00
30219,-0.448,-0.218,9.914,-127.00
30223,-0.453,-0.223,9.922,-127.00
30226,-0.453,-0.220,9.924,-127.00
30230,-0.455,-0.220,9.922,-127.00
30234,-0.455,-0.223,9.919,-127.00
30238,-0.453,-0.225,9.924,-127.00
30242,-0.453,-0.225,9.926,-127.00
30245,-0.455,-0.225,9.924,-127.00
30249,-0.455,-0.225,9.926,-127.00
30253,-0.457,-0.223,9.931,-127.00
30260,-0.457,-0.223,9.936,-127.00
30264,-0.450,-0.225,9.929,-127.00
30268,-0.453,-0.223,9.929,-127.00
30272,-0.455,-0.223,9.931,-127.00
30275,-0.460,-0.225,9.929,-127.00
30279,-0.460,-0.225,9.929,-127.00
30283,-0.462,-0.225,9.926,-127.00
30287,-0.464,-0.225,9.922,-127.00
30291,-0.462,-0.223,9.922,-127.00
30294,-0.464,-0.225,9.917,-127.00
30298,-0.464,-0.225,9.917,-127.00
30302,-0.467,-0.225,9.914,-127.00
30306,-0.467,-0.227,9.914,-127.00
30310,-0.467,-0.227,9.919,-127.00
30313,-0.469,-0.225,9.917,-127.00
30319,-0.462,-0.225,9.922,-127.00
30323,-0.460,-0.227,9.922,-127.00
30326,-0.457,-0.225,9.919,-127.00
30330,-0.455,-0.225,9.924,-127.00
30334,-0.455,-0.227,9.926,-127.00
30338,-0.457,-0.227,9.924,-127.00
30342,-0.455,-0.225,9.919,-127.00
30345,-0.455,-0.220,9.922,-127.00
30349,-0.457,-0.220,9.922,-127.00
30353,-0.455,-0.218,9.917,-127.00
30357,-0.453,-0.215,9.919,-127.00
30361,-0.450,-0.215,9.922,-127.00
30364,-0.450,-0.215,9.924,-127.00
30368,-0.455,-0.218,9.924,-127.00
30375,-0.457,-0.223,9.924,-127.00
30380,-0.455,-0.225,9.919,-127.00
30384,-0.455,-0.220,9.917,-127.00
30387,-0.455,-0.223,9.917,-127.00
30391,-0.453,-0.220,9.919,-127.00
30395,-0.455,-0.220,9.926,-127.00
30399,-0.453,-0.223,9.929,-127.00
30403,-0.453,-0.223,9.924,-127.00
30406,-0.450,-0.223,9.931,-127.00
30410,-0.455,-0.223,9.934,-127.00
30414,-0.455,-0.223,9.934,-127.00
30418,-0.457,-0.223,9.931,-127.00
30422,-0.457,-0.225,9.926,-127.00
30425,-0.457,-0.227,9.922,-127.00
30429,-0.460,-0.230,9.924,-127.00
30434,-0.467,-0.227,9.926,-127.00
30438,-0.464,-0.225,9.926,-127.00
30442,-0.464,-0.230,9.929,-127.00
30446,-0.462,-0.227,9.926,-127.00
30450,-0.460,-0.225,9.924,-127.00
30454,-0.455,-0.223,9.922,-127.00
30457,-0.455,-0.220,9.924,-127.00
30461,-0.460,-0.223,9.922,-127.00
30465,-0.455,-0.227,9.919,-127.00
30469,-0.453,-0.230,9.917,-127.00
30473,-0.453,-0.232,9.914,-127.00
30476,-0.453,-0.232,9.914,-127.00
30480,-0.455,-0.239,9.910,-127.00
30484,-0.457,-0.237,9.914,-127.00
30488,-0.460,-0.239,9.914,-127.00
30495,-0.457,-0.239,9.922,-127.00
30499,-0.457,-0.237,9.914,-127.00
30503,-0.457,-0.235,9.914,-127.00
30507,-0.457,-0.232,9.912,-127.00
30511,-0.457,-0.232,9.917,-127.00
30514,-0.457,-0.232,9.917,-127.00
30518,-0.455,-0.232,9.922,-127.00
30522,-0.455,-0.235,9.917,-127.00
30526,-0.450,-0.237,9.919,-127.00
30530,-0.450,-0.239,9.919,-127.00
30533,-0.453,-0.237,9.914,-127.00
30537,-0.453,-0.235,9.914,-127.00
30541,-0.453,-0.232,9.912,-127.00
30545,-0.453,-0.232,9.912,-127.00
30550,-0.455,-0.227,9.917,-127.00
30554,-0.453,-0.227,9.919,-127.00
30558,-0.453,-0.220,9.917,-127.00
30562,-0.453,-0.218,9.914,-127.00
30565,-0.455,-0.225,9.917,-127.00
30569,-0.462,-0.223,9.914,-127.00
30573,-0.462,-0.223,9.912,-127.00
30577,-0.464,-0.225,9.907,-127.00
30581,-0.464,-0.220,9.907,-127.00
30584,-0.464,-0.218,9.912,-127.00
30588,-0.464,-0.223,9.910,-127.00
30592,-0.462,-0.220,9.914,-127.00
30596,-0.457,-0.223,9.917,-127.00
30600,-0.460,-0.223,9.919,-127.00
30604,-0.460,-0.218,9.924,-127.00
30612,-0.464,-0.220,9.924,-127.00
30616,-0.460,-0.225,9.926,-127.00
30620,-0.462,-0.225,9.919,-127.00
30623,-0.455,-0.223,9.917,-127.00
30627,-0.455,-0.223,9.912,-127.00
30631,-0.460,-0.223,9.912,-127.00
30635,-0.457,-0.218,9.907,-127.00
30639,-0.457,-0.223,9.912,-127.00
30643,-0.455,-0.223,9.910,-127.00
30646,-0.460,-0.223,9.910,-127.00
30650,-0.460,-0.223,9.907,-127.00
30654,-0.457,-0.223,9.902,-127.00
30658,-0.460,-0.220,9.905,-127.00
30662,-0.457,-0.218,9.905,-127.00
30667,-0.453,-0.223,9.905,-127.00
30671,-0.448,-0.220,9.902,-127.00
30674,-0.450,-0.223,9.907,-127.00
30678,-0.455,-0.225,9.912,-127.00
30682,-0.455,-0.230,9.907,-127.00
30686,-0.455,-0.230,9.912,-127.00
30690,-0.455,-0.227,9.912,-127.00
30693,-0.455,-0.230,9.912,-127.00
30697,-0.462,-0.227,9.910,-127.00
30701,-0.464,-0.227,9.910,-127.00
30705,-0.464,-0.230,9.912,-127.00
30709,-0.464,-0.227,9.914,-127.00
30713,-0.467,-0.227,9.914,-127.00
30716,-0.469,-0.230,9.917,-127.00
30720,-0.469,-0.230,9.914,-127.00
30728,-0.464,-0.230,9.912,-127.00
30732,-0.460,-0.227,9.917,-127.00
30736,-0.462,-0.230,9.917,-127.00
30740,-0.460,-0.225,9.922,-127.00
30744,-0.460,-0.225,9.919,-127.00
30748,-0.462,-0.225,9.919,-127.00
30751,-0.467,-0.227,9.924,-127.00
30755,-0.464,-0.227,9.931,-127.00
30759,-0.460,-0.227,9.931,-127.00
30763,-0.462,-0.223,9.926,-127.00
30767,-0.462,-0.223,9.924,-127.00
30771,-0.462,-0.223,9.924,-127.00
30774,-0.457,-0.223,9.917,-127.00
30778,-0.460,-0.225,9.914,-127.00
30782,-0.460,-0.227,9.914,-127.00
30787,-0.457,-0.230,9.912,-127.00
30791,-0.460,-0.230,9.910,-127.00
30795,-0.460,-0.227,9.910,-127.00
30799,-0.457,-0.230,9.917,-127.00
30802,-0.457,-0.230,9.917,-127.00
30806,-0.455,-0.227,9.924,-127.00
30810,-0.453,-0.225,9.929,-127.00
30814,-0.450,-0.225,9.931,-127.00
30818,-0.448,-0.227,9.931,-127.00
30822,-0.448,-0.227,9.931,-127.00
30825,-0.448,-0.225,9.931,-127.00
30829,-0.445,-0.227,9.931,-127.00
30833,-0.445,-0.223,9.926,-127.00
30837,-0.450,-0.223,9.922,-127.00
30844,-0.450,-0.220,9.917,-127.00
30848,-0.453,-0.218,9.919,-127.00
30852,-0.453,-0.218,9.922,-127.00
30856,-0.453,-0.220,9.919,-127.00
30860,-0.453,-0.220,9.919,-127.00
30863,-0.455,-0.218,9.919,-127.00
30867,-0.460,-0.223,9.922,-127.00
30871,-0.457,-0.220,9.919,-127.00
30875,-0.455,-0.225,9.922,-127.00
30879,-0.455,-0.227,9.922,-127.00
30883,-0.455,-0.225,9.926,-127.00
30886,-0.457,-0.223,9.922,-127.00
30890,-0.457,-0.225,9.924,-127.00
30894,-0.457,-0.227,9.922,-127.00
30898,-0.460,-0.230,9.922,-127.00
30903,-0.462,-0.227,9.917,-127.00
30907,-0.464,-0.225,9.919,-127.00
30911,-0.467,-0.223,9.919,-127.00
30915,-0.469,-0.223,9.922,-127.00
30918,-0.467,-0.223,9.919,-127.00
30922,-0.467,-0.223,9.922,-127.00
30926,-0.467,-0.225,9.919,-127.00
30930,-0.462,-0.227,9.914,-127.00
30934,-0.462,-0.225,9.914,-127.00
30937,-0.464,-0.225,9.914,-127.00
30941,-0.464,-0.225,9.910,-127.00
30945,-0.462,-0.227,9.907,-127.00
30949,-0.462,-0.223,9.912,-127.00
30953,-0.464,-0.223,9.912,-127.00
30956,-0.464,-0.223,9.914,-127.00
30963,-0.460,-0.223,9.922,-127.00
30968,-0.460,-0.223,9.919,-127.00
30971,-0.457,-0.225,9.917,-127.00
30975,-0.455,-0.225,9.917,-127.00
30979,-0.455,-0.223,9.917,-127.00
30983,-0.460,-0.225,9.917,-127.00
30987,-0.457,-0.223,9.919,-127.00
30990,-0.457,-0.225,9.919,-127.00
30994,-0.460,-0.230,9.924,-127.00
30998,-0.462,-0.227,9.926,-127.00
31002,-0.460,-0.225,9.926,-127.00
31006,-0.457,-0.225,9.922,-127.00
31009,-0.462,-0.230,9.922,-127.00
31013,-0.460,-0.230,9.919,-127.00
31018,-0.457,-0.232,9.924,-127.00
31022,-0.460,-0.232,9.924,-127.00
31026,-0.457,-0.230,9.922,-127.00
31030,-0.457,-0.232,9.919,-127.00
31034,-0.455,-0.230,9.917,-127.00
31038,-0.457,-0.227,9.917,-127.00
31041,-0.460,-0.227,9.919,-127.00
31045,-0.462,-0.227,9.922,-127.00
31049,-0.460,-0.227,9.922,-127.00
31053,-0.457,-0.227,9.919,-127.00
31057,-0.457,-0.235,9.929,-127.00
31060,-0.460,-0.237,9.929,-127.00
31064,-0.460,-0.235,9.931,-127.00
31068,-0.462,-0.235,9.936,-127.00
31072,-0.457,-0.237,9.934,-127.00
31079,-0.457,-0.230,9.926,-127.00
31083,-0.460,-0.230,9.931,-127.00
31087,-0.462,-0.232,9.929,-127.00
31090,-0.460,-0.232,9.922,-127.00
31094,-0.457,-0.232,9.924,-127.00
31098,-0.457,-0.232,9.929,-127.00
31102,-0.460,-0.232,9.931,-127.00
31106,-0.460,-0.232,9.929,-127.00
31109,-0.457,-0.230,9.931,-127.00
31113,-0.457,-0.227,9.931,-127.00
31117,-0.453,-0.227,9.931,-127.00
31121,-0.453,-0.227,9.924,-127.00
31125,-0.450,-0.225,9.926,-127.00
31129,-0.457,-0.223,9.931,-127.00
31132,-0.457,-0.223,9.924,-127.00
31138,-0.455,-0.225,9.919,-127.00
31141,-0.453,-0.225,9.922,-127.00
31145,-0.453,-0.225,9.929,-127.00
31149,-0.453,-0.223,9.926,-127.00
31153,-0.453,-0.223,9.919,-127.00
31157,-0.455,-0.223,9.922,-127.00
31160,-0.455,-0.220,9.924,-127.00
31164,-0.455,-0.218,9.922,-127.00
31168,-0.453,-0.220,9.924,-127.00
31172,-0.448,-0.220,9.922,-127.00
31176,-0.448,-0.223,9.926,-127.00
31180,-0.443,-0.225,9.924,-127.00
31183,-0.445,-0.223,9.924,-127.00
31187,-0.445,-0.223,9.922,-127.00
31194,-0.443,-0.227,9.917,-127.00
31199,-0.445,-0.230,9.914,-127.00
31203,-0.445,-0.227,9.919,-127.00
31207,-0.445,-0.230,9.922,-127.00
31210,-0.443,-0.227,9.926,-127.00
31214,-0.445,-0.227,9.924,-127.00
31218,-0.445,-0.227,9.922,-127.00
31222,-0.450,-0.230,9.919,-127.00
31226,-0.450,-0.230,9.924,-127.00
31229,-0.450,-0.227,9.931,-127.00
31233,-0.450,-0.227,9.931,-127.00
31237,-0.445,-0.227,9.924,-127.00
31241,-0.445,-0.227,9.922,-127.00
31245,-0.448,-0.227,9.924,-127.00
31248,-0.448,-0.227,9.922,-127.00
31254,-0.448,-0.230,9.924,-127.00
31258,-0.445,-0.230,9.924,-127.00
31261,-0.450,-0.232,9.922,-127.00
31265,-0.455,-0.232,9.922,-127.00
31269,-0.457,-0.232,9.926,-127.00
31273,-0.460,-0.232,9.924,-127.00
31277,-0.460,-0.235,9.926,-127.00
31280,-0.455,-0.230,9.924,-127.00
31284,-0.457,-0.230,9.924,-127.00
31288,-0.462,-0.235,9.922,-127.00
31292,-0.462,-0.230,9.922,-127.00
31296,-0.464,-0.227,9.924,-127.00
31299,-0.467,-0.227,9.924,-127.00
31303,-0.467,-0.227,9.924,-127.00
31310,-0.462,-0.227,9.919,-127.00
31315,-0.467,-0.230,9.917,-127.00
31319,-0.467,-0.227,9.919,-127.00
31322,-0.469,-0.227,9.917,-127.00
31326,-0.467,-0.227,9.917,-127.00
31330,-0.462,-0.227,9.919,-127.00
31334,-0.464,-0.232,9.919,-127.00
31338,-0.462,-0.232,9.919,-127.00
31341,-0.462,-0.227,9.919,-127.00
31345,-0.462,-0.225,9.919,-127.00
31349,-0.462,-0.225,9.922,-127.00
31353,-0.462,-0.227,9.922,-127.00
31357,-0.462,-0.227,9.919,-127.00
31361,-0.462,-0.232,9.914,-127.00
31364,-0.464,-0.230,9.912,-127.00
31370,-0.462,-0.225,9.914,-127.00
31373,-0.457,-0.218,9.910,-127.00
31377,-0.455,-0.218,9.914,-127.00
31381,-0.457,-0.218,9.914,-127.00
31385,-0.455,-0.218,9.917,-127.00
31389,-0.455,-0.215,9.919,-127.00
31392,-0.457,-0.218,9.914,-127.00
31396,-0.455,-0.220,9.912,-127.00
31400,-0.450,-0.220,9.910,-127.00
31404,-0.457,-0.220,9.907,-127.00
31408,-0.457,-0.220,9.902,-127.00
31412,-0.455,-0.220,9.905,-127.00
31415,-0.455,-0.223,9.907,-127.00
31419,-0.460,-0.220,9.907,-127.00
31423,-0.460,-0.220,9.900,-127.00
31430,-0.462,-0.220,9.905,-127.00
31434,-0.457,-0.223,9.914,-127.00
31438,-0.457,-0.225,9.914,-127.00
31442,-0.457,-0.223,9.914,-127.00
31445,-0.457,-0.223,9.914,-127.00
31449,-0.457,-0.225,9.917,-127.00
31453,-0.460,-0.223,9.919,-127.00
31457,-0.460,-0.220,9.924,-127.00
31461,-0.455,-0.220,9.924,-127.00
31464,-0.453,-0.225,9.926,-127.00
31468,-0.450,-0.225,9.922,-127.00
31472,-0.450,-0.225,9.917,-127.00
31476,-0.450,-0.225,9.914,-127.00
31480,-0.455,-0.223,9.917,-127.00
31485,-0.453,-0.227,9.919,-127.00
31489,-0.455,-0.230,9.917,-127.00
31493,-0.462,-0.227,9.912,-127.00
31496,-0.457,-0.230,9.914,-127.00
31500,-0.455,-0.230,9.914,-127.00
31504,-0.460,-0.235,9.914,-127.00
31508,-0.460,-0.237,9.912,-127.00
31512,-0.460,-0.235,9.917,-127.00
31515,-0.457,-0.232,9.914,-127.00
31519,-0.460,-0.235,9.917,-127.00
31523,-0.460,-0.230,9.919,-127.00
31527,-0.464,-0.230,9.917,-127.00
31531,-0.464,-0.232,9.914,-127.00
31534,-0.464,-0.232,9.919,-127.00
31538,-0.462,-0.227,9.926,-127.00
31545,-0.464,-0.225,9.924,-127.00
31549,-0.464,-0.227,9.926,-127.00
31553,-0.464,-0.230,9.929,-127.00
31557,-0.464,-0.227,9.926,-127.00
31561,-0.464,-0.227,9.922,-127.00
31565,-0.460,-0.230,9.922,-127.00
31568,-0.462,-0.232,9.926,-127.00
31572,-0.460,-0.227,9.922,-127.00
31576,-0.462,-0.225,9.924,-127.00
31580,-0.460,-0.225,9.924,-127.00
31584,-0.457,-0.223,9.926,-127.00
31587,-0.462,-0.220,9.922,-127.00
31591,-0.462,-0.215,9.924,-127.00
31595,-0.460,-0.220,9.924,-127.00
31599,-0.460,-0.215,9.924,-127.00
31604,-0.457,-0.218,9.924,-127.00
31608,-0.462,-0.218,9.919,-127.00
31612,-0.460,-0.218,9.919,-127.00
31616,-0.455,-0.218,9.924,-127.00
31619,-0.450,-0.220,9.926,-127.00
31623,-0.450,-0.218,9.926,-127.00
31627,-0.455,-0.220,9.926,-127.00
31631,-0.455,-0.223,9.929,-127.00
31635,-0.453,-0.223,9.934,-127.00
31638,-0.455,-0.218,9.931,-127.00
31642,-0.460,-0.220,9.931,-127.00
31646,-0.460,-0.227,9.934,-127.00
31650,-0.453,-0.230,9.929,-127.00
31654,-0.450,-0.227,9.924,-127.00
31660,-0.457,-0.232,9.929,-127.00
31665,-0.457,-0.225,9.926,-127.00
31668,-0.457,-0.225,9.931,-127.00
31672,-0.457,-0.223,9.936,-127.00
31676,-0.457,-0.223,9.941,-127.00
31680,-0.460,-0.218,9.938,-127.00
31684,-0.460,-0.220,9.931,-127.00
31687,-0.457,-0.220,9.936,-127.00
31691,-0.455,-0.223,9.936,-127.00
31695,-0.450,-0.227,9.936,-127.00
31699,-0.453,-0.225,9.936,-127.00
31703,-0.453,-0.227,9.929,-127.00
31707,-0.457,-0.227,9.929,-127.00
31710,-0.457,-0.227,9.926,-127.00
31714,-0.455,-0.227,9.917,-127.00
31719,-0.455,-0.227,9.912,-127.00
31723,-0.455,-0.227,9.910,-127.00
31727,-0.453,-0.227,9.919,-127.00
31731,-0.455,-0.230,9.917,-127.00
31735,-0.455,-0.230,9.917,-127.00
31738,-0.455,-0.230,9.914,-127.00
31742,-0.453,-0.230,9.917,-127.00
31746,-0.453,-0.232,9.919,-127.00
31750,-0.455,-0.232,9.919,-127.00
31754,-0.455,-0.227,9.912,-127.00
31758,-0.455,-0.227,9.912,-127.00
31761,-0.455,-0.223,9.912,-127.00
31765,-0.460,-0.225,9.914,-127.00
31769,-0.462,-0.220,9.917,-127.00
31775,-0.460,-0.223,9.926,-127.00
31780,-0.460,-0.225,9.919,-127.00
31784,-0.460,-0.227,9.919,-127.00
31788,-0.460,-0.230,9.917,-127.00
31791,-0.460,-0.227,9.917,-127.00
31795,-0.457,-0.225,9.917,-127.00
31799,-0.455,-0.227,9.917,-127.00
31803,-0.455,-0.227,9.912,-127.00
31807,-0.455,-0.227,9.905,-127.00
31810,-0.453,-0.223,9.905,-127.00
31814,-0.453,-0.223,9.905,-127.00
31818,-0.453,-0.223,9.900,-127.00
31822,-0.455,-0.225,9.900,-127.00
31826,-0.455,-0.225,9.900,-127.00
31829,-0.455,-0.225,9.905,-127.00
31835,-0.453,-0.227,9.905,-127.00
31839,-0.455,-0.227,9.905,-127.00
31842,-0.457,-0.230,9.905,-127.00
31846,-0.457,-0.227,9.910,-127.00
31850,-0.455,-0.225,9.912,-127.00
31854,-0.455,-0.225,9.919,-127.00
31858,-0.455,-0.223,9.917,-127.00
31861,-0.460,-0.225,9.917,-127.00
31865,-0.460,-0.225,9.919,-127.00
31869,-0.464,-0.223,9.919,-127.00
31873,-0.464,-0.227,9.919,-127.00
31877,-0.467,-0.227,9.919,-127.00
31880,-0.460,-0.227,9.919,-127.00
31884,-0.455,-0.227,9.917,-127.00
31888,-0.453,-0.232,9.919,-127.00
31895,-0.453,-0.235,9.919,-127.00
31899,-0.453,-0.230,9.917,-127.00
31903,-0.457,-0.227,9.912,-127.00
31907,-0.460,-0.227,9.917,-127.00
31910,-0.460,-0.225,9.912,-127.00
31914,-0.460,-0.227,9.910,-127.00
31918,-0.460,-0.227,9.912,-127.00
31922,-0.462,-0.227,9.912,-127.00
31926,-0.462,-0.227,9.910,-127.00
31929,-0.467,-0.227,9.907,-127.00
31933,-0.467,-0.227,9.905,-127.00
31937,-0.467,-0.230,9.902,-127.00
31941,-0.464,-0.232,9.905,-127.00
31945,-0.462,-0.227,9.910,-127.00
31950,-0.460,-0.227,9.912,-127.00
31954,-0.457,-0.227,9.914,-127.00
31958,-0.455,-0.227,9.919,-127.00
31961,-0.453,-0.227,9.922,-127.00
31965,-0.453,-0.230,9.922,-127.00
31969,-0.450,-0.225,9.919,-127.00
31973,-0.450,-0.223,9.924,-127.00
31977,-0.448,-0.220,9.926,-127.00
31980,-0.448,-0.223,9.924,-127.00
31984,-0.453,-0.230,9.917,-127.00
31988,-0.453,-0.230,9.912,-127.00
31992,-0.450,-0.227,9.912,-127.00
31996,-0.453,-0.230,9.914,-127.00
32000,-0.453,-0.232,9.910,-127.00
32003,-0.455,-0.235,9.910,-127.00
32010,-0.455,-0.232,9.900,-127.00
32014,-0.455,-0.237,9.900,-127.00
32018,-0.453,-0.235,9.905,-127.00
32022,-0.457,-0.235,9.905,-127.00
32026,-0.455,-0.232,9.912,-127.00
32030,-0.453,-0.237,9.914,-127.00
32033,-0.453,-0.237,9.917,-127.00
32037,-0.455,-0.235,9.917,-127.00
32041,-0.457,-0.235,9.917,-127.00
32045,-0.453,-0.230,9.919,-127.00
32049,-0.455,-0.227,9.919,-127.00
32052,-0.455,-0.227,9.919,-127.00
32056,-0.457,-0.225,9.914,-127.00
32060,-0.460,-0.220,9.917,-127.00
32064,-0.457,-0.225,9.917,-127.00
32069,-0.457,-0.227,9.912,-127.00
32073,-0.457,-0.225,9.910,-127.00
32077,-0.460,-0.227,9.914,-127.00
32081,-0.462,-0.227,9.912,-127.00
32084,-0.460,-0.230,9.919,-127.00
32088,-0.460,-0.230,9.926,-127.00
32092,-0.462,-0.225,9.929,-127.00
32096,-0.462,-0.227,9.929,-127.00
32100,-0.464,-0.225,9.926,-127.00
32103,-0.464,-0.227,9.924,-127.00
32107,-0.464,-0.235,9.926,-127.00
32111,-0.464,-0.239,9.926,-127.00
32115,-0.462,-0.237,9.931,-127.00
32119,-0.462,-0.235,9.931,-127.00
32125,-0.464,-0.230,9.922,-127.00
32130,-0.460,-0.230,9.924,-127.00
32133,-0.457,-0.230,9.922,-127.00
32137,-0.457,-0.230,9.919,-127.00
32141,-0.457,-0.232,9.917,-127.00
32145,-0.464,-0.230,9.919,-127.00
32149,-0.464,-0.230,9.919,-127.00
32152,-0.464,-0.235,9.912,-127.00
32156,-0.464,-0.237,9.914,-127.00
32160,-0.464,-0.239,9.917,-127.00
32164,-0.462,-0.239,9.914,-127.00
32168,-0.460,-0.237,9.919,-127.00
32171,-0.457,-0.237,9.924,-127.00
32175,-0.460,-0.235,9.917,-127.00
32179,-0.457,-0.232,9.910,-127.00
32184,-0.462,-0.225,9.914,-127.00
32188,-0.464,-0.223,9.912,-127.00
32192,-0.464,-0.225,9.912,-127.00
32196,-0.464,-0.230,9.912,-127.00
32200,-0.460,-0.232,9.912,-127.00
32203,-0.453,-0.235,9.917,-127.00
32207,-0.455,-0.230,9.914,-127.00
32211,-0.453,-0.235,9.919,-127.00
32215,-0.453,-0.232,9.924,-127.00
32219,-0.455,-0.235,9.924,-127.00
32222,-0.460,-0.232,9.919,-127.00
32226,-0.455,-0.230,9.919,-127.00
32230,-0.457,-0.230,9.922,-127.00
32234,-0.457,-0.235,9.917,-127.00
32241,-0.457,-0.232,9.919,-127.00
32245,-0.453,-0.230,9.924,-127.00
